id,project_name,ls,hs,t,gc,l1,ed1,id1,l2,ed2,id2,s11_freq,s11_db,s21_freq,s21_db
b4be4af6-8f13-414a-8762-8c0329abbd2a,100,8.0,1.6,0.035,0.5,7.58,6.0,5.0,3.0,2.5,2.0,21.968,-27.065009264898876,31.676000000000002,-16.45447260971775
c907cd96-80e5-4003-acf5-830d4db8f79c,101,8.0,1.6,0.035,0.5,7.57,6.0,5.0,3.0,2.5,2.0,30.560000000000002,-24.84922449381817,31.688000000000002,-16.458236882094088
de0fd897-d512-4575-8623-4a2bef435313,102,8.0,1.6,0.035,0.5,7.56,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-33.29065354093465,31.724,-16.125043789711857
a1029b94-b2a0-49a0-8821-f996c369a45c,103,8.0,1.6,0.035,0.5,7.55,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-33.71596776070849,31.736,-16.171896628860516
dbfea853-8035-42b6-9121-edf65bef810e,104,8.0,1.6,0.035,0.5,7.54,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-32.77496714213232,31.724,-16.203982740887565
394ae7b7-bce1-41a7-8562-3787802f47df,105,8.0,1.6,0.035,0.5,7.53,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-32.5807997457449,31.736,-16.23830813667192
98080378-e146-46d4-a4ea-128df8905870,106,8.0,1.6,0.035,0.5,7.52,6.0,5.0,3.0,2.5,2.0,22.028,-24.563529841269627,31.712,-16.657707152971344
63c75f79-4f86-4b21-ba93-4195608f9d2a,107,8.0,1.6,0.035,0.5,7.51,6.0,5.0,3.0,2.5,2.0,30.608,-33.11353868678615,31.748,-16.397684792476113
6fdfd37c-d399-4577-859a-1ba5715f9b85,108,8.0,1.6,0.035,0.5,7.5,6.0,5.0,3.0,2.5,2.0,30.644,-31.20080543407592,31.759999999999998,-16.26783463186508
094bacdf-9e35-45d3-9cd2-4f82cadd28cb,109,8.0,1.6,0.035,0.5,7.49,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-28.686800697204305,31.759999999999998,-16.37578446172783
9172dfcb-21ad-4b0e-a534-2de7c35490f3,110,8.0,1.6,0.035,0.5,7.48,6.0,5.0,3.0,2.5,2.0,30.62,-29.424592383004963,31.736,-16.496163335228708
c04bdfef-ed52-48b3-8fb2-58fd8057f3e2,111,8.0,1.6,0.035,0.5,7.47,6.0,5.0,3.0,2.5,2.0,30.644,-32.07656827670584,28.52,-16.53486608930503
5f5c3c5b-7191-45ce-9de6-f9fffd12a4f1,112,8.0,1.6,0.035,0.5,7.46,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-27.206567333652313,28.52,-16.479936303882607
c2e035d6-f812-411a-b207-1627ce7126ba,113,8.0,1.6,0.035,0.5,7.45,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-27.95225967520208,28.532,-16.665596223692418
37b4a29d-f3b6-41e2-9583-0c06d4309398,114,8.0,1.6,0.035,0.5,7.44,6.0,5.0,3.0,2.5,2.0,30.644,-26.377460946222385,28.532,-16.63732568415748
857c8c3e-036a-4a54-967c-5e644c27e090,115,8.0,1.6,0.035,0.5,7.43,6.0,5.0,3.0,2.5,2.0,22.076,-19.87210880693685,31.736,-16.596023217394098
3ad5ff8e-62a5-426f-8c92-facbad132899,116,8.0,1.6,0.035,0.5,7.42,6.0,5.0,3.0,2.5,2.0,22.112000000000002,-20.205561018379647,31.748,-16.558771864714714
c1565d2d-acfc-4337-ac01-b49ee3702e6c,117,8.0,1.6,0.035,0.5,7.41,6.0,5.0,3.0,2.5,2.0,32.0,-2.9582586215912574,32.0,-13.230262652875773
afbab0e0-9742-46f8-9625-e80087d5290e,117,8.0,1.6,0.035,0.5,7.41,6.0,5.0,3.0,2.5,2.0,22.076,-19.533677502556245,31.748,-16.515713074228223
0932e624-ff2d-4917-9a8f-6aa7e69d93c8,118,8.0,1.6,0.035,0.5,7.4,6.0,5.0,3.0,2.5,2.0,32.0,-2.956948491881227,32.0,-13.237534965974017
fead9d8a-f16d-4c89-aaaf-c99c8304ca57,118,8.0,1.6,0.035,0.5,7.4,6.0,5.0,3.0,2.5,2.0,22.076,-20.138878364571852,28.52,-16.6091752124002
3b9c85d0-5d48-471b-bc23-6fc94eb1170a,119,8.0,1.6,0.035,0.5,7.39,6.0,5.0,3.0,2.5,2.0,22.052,-18.90534416587518,28.532,-16.681745342246323
98b285b0-606e-4df4-a08e-4938375db96a,120,8.0,1.6,0.035,0.5,7.38,6.0,5.0,3.0,2.5,2.0,22.088,-18.842692746696496,28.52,-16.824694504432017
de645eca-ef07-432c-82c0-95738ee5ff78,121,8.0,1.6,0.035,0.5,7.37,6.0,5.0,3.0,2.5,2.0,30.692,-18.053361473871846,28.544,-16.86696372810525
94fa2fbe-f915-49e5-bcd3-9c5b47aca926,122,8.0,1.6,0.035,0.5,7.36,6.0,5.0,3.0,2.5,2.0,30.704,-17.710888991365938,28.544,-17.021480917938465
67705448-347e-4553-9ac8-6deaaee64d56,123,8.0,1.6,0.035,0.5,7.35,6.0,5.0,3.0,2.5,2.0,22.052,-17.342519095317854,28.544,-17.02573829395119
fe7ab06d-f6ef-4f50-a3bd-3c11ded7e553,124,8.0,1.6,0.035,0.5,7.34,6.0,5.0,3.0,2.5,2.0,22.1,-16.843517909240017,28.556,-17.11345113839862
d859e9b8-0216-45dd-b898-1a0b56b117f5,125,8.0,1.6,0.035,0.5,7.33,6.0,5.0,3.0,2.5,2.0,32.0,-2.769855089077902,32.0,-13.318690238968685
e8a79774-08ff-4b8a-a7e5-a3f3ca84d0d5,126,8.0,1.6,0.035,0.5,7.32,6.0,5.0,3.0,2.5,2.0,32.0,-2.803429370138672,32.0,-13.463049604667937
e54b2beb-7654-491a-93df-7493d63c17b4,127,8.0,1.6,0.035,0.5,7.32,6.0,5.0,3.0,2.5,2.0,30.332,-16.167733911944694,28.556,-17.29878666553323
5074bde8-cb7c-4b4a-b2d1-e726c5beae52,128,8.0,1.6,0.035,0.5,7.31,6.0,5.0,3.0,2.5,2.0,22.1,-16.02620600223481,28.567999999999998,-17.2843874275232
46c628a7-627d-47cd-9cb2-18fbd5a8bd77,129,8.0,1.6,0.035,0.5,7.3,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-17.03386078906969,28.58,-17.76880781632302
b1dbc291-3436-47a5-92c0-3cdbff90ea19,130,8.0,1.6,0.035,0.5,7.29,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-16.549488488065997,28.592,-17.789158291058452
ab23afff-ca92-41f3-ac44-6f15cfa27651,131,8.0,1.6,0.035,0.5,7.28,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-16.310329305321986,28.592,-17.77310139047527
35416821-8f8f-4dc8-ad93-d2a1c9f5ea15,132,8.0,1.6,0.035,0.5,7.27,6.0,5.0,3.0,2.5,2.0,30.404,-15.943172179716713,28.592,-17.8079849528243
a0f1ee24-4957-41a3-983c-0e28ce462feb,133,8.0,1.6,0.035,0.5,7.26,6.0,5.0,3.0,2.5,2.0,30.464,-16.630707113086032,28.592,-18.010974636877627
b97b7da7-a8c1-40f7-90fb-c553f19e6a90,134,8.0,1.6,0.035,0.5,7.25,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-15.967413827617975,28.592,-17.9863357899012
a3bda8d7-9626-48e5-badd-fc437e479a8a,135,8.0,1.6,0.035,0.5,7.24,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-16.148680473427966,28.592,-18.187592766216056
c2959969-9ae2-4ff3-bfe1-a979868dfd8e,136,8.0,1.6,0.035,0.5,7.23,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-15.932055890212634,28.592,-18.153638992857793
e39644e0-86f7-4b0c-bd79-8c72b8e840fc,137,8.0,1.6,0.035,0.5,7.22,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-16.0561547041814,28.592,-18.20882500945182
3c3acd6b-9d7e-40f9-8f5a-08b809abded3,138,8.0,1.6,0.035,0.5,7.21,6.0,5.0,3.0,2.5,2.0,30.428,-16.330418085760435,28.592,-18.25130119710741
42ed9a72-e0e3-4292-a38b-52805483d839,139,8.0,1.6,0.035,0.5,7.2,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-15.659091954987643,28.604,-18.287520841746595
586829d5-7e65-483b-8c63-cbb617401f1c,140,8.0,1.6,0.035,0.5,7.8,6.0,5.0,3.0,2.5,2.0,22.028,-34.44680171451613,31.64,-16.553051862612772
0c2c3a8a-a1ac-4110-9f98-596ba0a8a91a,141,8.0,1.6,0.035,0.5,7.79,6.0,5.0,3.0,2.5,2.0,22.136,-41.48861036100509,31.676000000000002,-16.46053069886422
68c3d1bc-4183-451f-b9b2-2bb0097bd859,142,8.0,1.6,0.035,0.5,7.78,6.0,5.0,3.0,2.5,2.0,22.04,-36.94013609206701,31.676000000000002,-16.6107972543201
5add586c-34ee-4784-9634-0dff1ca4d6f3,143,8.0,1.6,0.035,0.5,7.77,6.0,5.0,3.0,2.5,2.0,22.064,-37.848576278229956,31.688000000000002,-16.643458903595903
5f6ec715-6fe6-4854-8ba3-0f8980ab377f,144,8.0,1.6,0.035,0.5,7.76,6.0,5.0,3.0,2.5,2.0,22.064,-46.94764187745804,31.676000000000002,-16.34878161517879
61b478fc-4687-4fa8-a6b6-d66a0bc71745,145,8.0,1.6,0.035,0.5,7.75,6.0,5.0,3.0,2.5,2.0,30.584,-31.926711726847934,31.748,-16.41982469932961
1b9435f9-e441-4869-8939-d6226d5211ff,146,8.0,1.6,0.035,0.5,7.74,6.0,5.0,3.0,2.5,2.0,22.076,-39.522310022771364,31.724,-16.783251013691167
a855ea65-6b40-41ba-af12-1994b759d09f,147,8.0,1.6,0.035,0.5,7.73,6.0,5.0,3.0,2.5,2.0,22.028,-42.53358568218533,31.724,-16.691161154425576
c915f307-1d3d-4590-9676-a172392fd4d1,148,8.0,1.6,0.035,0.5,7.72,6.0,5.0,3.0,2.5,2.0,22.004,-45.673946673743906,31.700000000000003,-16.75836703812077
c6b68b4b-34f7-4603-ba92-8e8fadff4ccf,149,8.0,1.6,0.035,0.5,7.71,6.0,5.0,3.0,2.5,2.0,22.028,-37.09938043785518,31.759999999999998,-16.84270323381559
7d9efb49-a39b-46b4-ae34-0e713a181c9d,150,8.0,1.6,0.035,0.5,7.7,6.0,5.0,3.0,2.5,2.0,22.04,-30.145999247991142,31.759999999999998,-16.863944539160226
36be0712-93b9-48d8-ae52-ea9ab9c066fc,151,8.0,1.6,0.035,0.5,7.69,6.0,5.0,3.0,2.5,2.0,22.064,-34.53591116653766,31.784,-16.84916681852522
93083328-6ab3-4e9f-8857-0f08df79ecf0,152,8.0,1.6,0.035,0.5,7.68,6.0,5.0,3.0,2.5,2.0,30.584,-31.161070152140518,31.796,-16.72445548759026
ad8a3d67-f148-4945-ae35-6afe87b5e96e,153,8.0,1.6,0.035,0.5,7.67,6.0,5.0,3.0,2.5,2.0,30.596,-28.513749869548406,31.82,-16.727905257134687
82462439-231a-42b0-87c4-37512a3deec1,154,8.0,1.6,0.035,0.5,7.66,6.0,5.0,3.0,2.5,2.0,30.608,-28.93609208123842,31.832,-16.71015398550273
aa1dcb01-b671-413f-864c-7c7310761b49,155,8.0,1.6,0.035,0.5,7.65,6.0,5.0,3.0,2.5,2.0,22.064,-44.51172630085625,31.808,-16.948957269991524
bf612da3-a06b-41e2-8a96-4177127568df,156,8.0,1.6,0.035,0.5,7.64,6.0,5.0,3.0,2.5,2.0,30.608,-26.461818659792925,31.832,-16.81354179443397
b92ed25a-3125-43a1-b137-f6bbac251607,157,8.0,1.6,0.035,0.5,7.63,6.0,5.0,3.0,2.5,2.0,22.04,-34.87255859790658,31.832,-16.954897010236667
0dc14ddb-5c7c-4001-aa9c-7445cf2d8798,158,8.0,1.6,0.035,0.5,7.62,6.0,5.0,3.0,2.5,2.0,30.62,-25.29429742474425,31.856,-16.84260076010424
267de014-2207-4e43-8006-e06daa820c5b,159,8.0,1.6,0.035,0.5,7.61,6.0,5.0,3.0,2.5,2.0,30.62,-24.464687608478624,31.856,-16.85265696377642
42b75c0e-c1e0-47c7-8da0-73e23b0ce2ba,160,8.0,1.6,0.035,0.5,7.6,6.0,5.0,3.0,2.5,2.0,30.631999999999998,-24.123154037134064,31.868000000000002,-16.88034454056963
fa06f627-982e-4afa-82a4-681b8b2ab6f8,161,8.0,1.6,0.035,0.5,7.59,6.0,5.0,3.0,2.5,2.0,22.076,-33.570076153274,31.844,-16.84602437171178
707b2cca-9109-4b84-9af6-42608df58c60,162,8.0,1.6,0.035,0.5,7.58,6.0,5.0,3.0,2.5,2.0,22.112000000000002,-36.06708012053007,31.868000000000002,-16.88198254015883
938d35f2-e04c-46de-9c90-a2742701c0fa,163,8.0,1.6,0.035,0.5,7.57,6.0,5.0,3.0,2.5,2.0,22.112000000000002,-34.79978531281085,31.868000000000002,-16.90777893536007
e76784d7-508a-4e42-8cb3-e80fd96c5bd7,164,8.0,1.6,0.035,0.5,7.56,6.0,5.0,3.0,2.5,2.0,22.076,-30.478341547424797,31.880000000000003,-16.825821918547273
21ba9e62-8e3e-4c84-9509-055ca7ded792,165,8.0,1.6,0.035,0.5,7.55,6.0,5.0,3.0,2.5,2.0,22.1,-25.9173352738351,31.892,-16.884350529178114
cc2b6ea8-f722-43c7-8111-b3eff7df092e,166,8.0,1.6,0.035,0.5,7.54,6.0,5.0,3.0,2.5,2.0,22.088,-24.91503782536755,31.892,-16.7312936144654
2a4fdcbb-d325-40a7-85b0-9207adc99242,167,8.0,1.6,0.035,0.5,7.53,6.0,5.0,3.0,2.5,2.0,22.136,-33.26834760012781,31.892,-16.61601379281508
38f76181-a8f9-4090-90bf-a10d86d3ae71,168,8.0,1.6,0.035,0.5,7.52,6.0,5.0,3.0,2.5,2.0,30.512,-20.61294573968553,28.604,-16.822418442985175
f029abdf-feaf-43a1-8a77-8eda0d764974,169,8.0,1.6,0.035,0.5,7.51,6.0,5.0,3.0,2.5,2.0,22.112000000000002,-25.37410772991491,31.904,-16.579600542221787
06efa15a-10d5-4cb7-a4b0-a953b023ca50,170,8.0,1.6,0.035,0.5,7.5,6.0,5.0,3.0,2.5,2.0,22.124,-28.464569418268255,31.892,-16.603177569243957
b2ff0eaf-8929-41db-93b2-1bbb728bca3e,171,8.0,1.6,0.035,0.5,7.49,6.0,5.0,3.0,2.5,2.0,22.22,-24.166689916143543,28.592,-16.893436784369676
f91d369e-b0c5-4ca4-976c-e5ff87ae82e4,172,8.0,1.6,0.035,0.5,7.48,6.0,5.0,3.0,2.5,2.0,22.088,-28.364196397490204,28.58,-16.615663304725267
76c41a58-affc-4275-9b1f-db9fa7c781bf,173,8.0,1.6,0.035,0.5,7.47,6.0,5.0,3.0,2.5,2.0,22.208,-25.357939051166056,28.616,-17.07353103375633
c84dadd9-07a9-4482-a6d1-5d533945f4fb,174,8.0,1.6,0.035,0.5,7.46,6.0,5.0,3.0,2.5,2.0,22.232,-23.33751528586765,28.616,-17.192857664802442
823f99da-fd6c-4054-b305-4e404726bac2,175,8.0,1.6,0.035,0.5,7.45,6.0,5.0,3.0,2.5,2.0,22.136,-25.04845962177573,28.604,-17.042064397948305
e268d945-3a5b-4fcd-aed5-3da4ad1c9f47,176,8.0,1.6,0.035,0.5,7.44,6.0,5.0,3.0,2.5,2.0,22.244,-22.503016700902773,28.628,-17.294734524766323
8c76ae1e-76b8-4ba0-93db-e52930b0bdad,177,8.0,1.6,0.035,0.5,7.43,6.0,5.0,3.0,2.5,2.0,22.244,-20.91424123227435,28.64,-17.438389934440238
2c770e4e-8f2a-48d9-b515-84a56708dd95,178,8.0,1.6,0.035,0.5,7.42,6.0,5.0,3.0,2.5,2.0,22.268,-21.37096056578205,28.64,-17.543434755389903
b85088cd-6849-4479-8e3c-247668838e5e,179,8.0,1.6,0.035,0.5,7.41,6.0,5.0,3.0,2.5,2.0,22.28,-20.85349336674327,28.652,-17.59512638043028
c892a5ea-3457-40c9-a3b1-9496df916b4a,180,8.0,1.6,0.035,0.5,7.4,6.0,5.0,3.0,2.5,2.0,22.256,-29.47754817467404,28.652,-17.733280980128455
2323f4b6-9ed4-40f3-bab1-d27ca59d8578,181,8.0,1.6,0.035,0.5,7.39,6.0,5.0,3.0,2.5,2.0,22.256,-21.193027642921464,28.664,-17.697768257719343
22dec067-802a-4603-8e4e-70c88361ba75,182,8.0,1.6,0.035,0.5,7.38,6.0,5.0,3.0,2.5,2.0,22.256,-19.980632431832227,28.676000000000002,-17.804272614901087
6154bac4-5b4a-4de2-b76e-63c9ee7ac875,183,8.0,1.6,0.035,0.5,7.37,6.0,5.0,3.0,2.5,2.0,22.268,-20.232012917636627,28.676000000000002,-17.799690533152695
5da0b66e-8e1b-43c8-9883-7ecf2def2d72,184,8.0,1.6,0.035,0.5,7.36,6.0,5.0,3.0,2.5,2.0,22.268,-19.87768854869032,28.676000000000002,-17.85094985000238
d60b7aab-3da8-4422-b0ed-cb0708659e8a,185,8.0,1.6,0.035,0.5,7.35,6.0,5.0,3.0,2.5,2.0,22.268,-19.52029003823492,28.688000000000002,-17.998717406560008
c7546b38-03d3-4322-b07f-292ade74796a,186,8.0,1.6,0.035,0.5,7.34,6.0,5.0,3.0,2.5,2.0,22.28,-19.779062977205367,28.700000000000003,-18.03367050698184
758c837a-43d6-445e-a84a-20df5837bb56,187,8.0,1.6,0.035,0.5,7.33,6.0,5.0,3.0,2.5,2.0,30.404,-17.87660398738045,28.700000000000003,-18.237441015336316
47cbfff0-d3df-4539-bd76-855a13fba510,188,8.0,1.6,0.035,0.5,7.32,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-19.778905593538916,28.712,-18.290765093400907
0c9b67ab-7382-4a82-ae4c-d3fed20af128,189,8.0,1.6,0.035,0.5,7.31,6.0,5.0,3.0,2.5,2.0,30.380000000000003,-17.0530138149852,28.724,-18.300426316411457
80c76aea-4703-4650-b945-93c5556cea0f,190,8.0,1.6,0.035,0.5,7.3,6.0,5.0,3.0,2.5,2.0,30.380000000000003,-16.93866949473697,28.724,-18.35322672663814
925ed0b7-ed2a-4a36-94a8-b0e946b948d6,191,8.0,1.6,0.035,0.5,7.29,6.0,5.0,3.0,2.5,2.0,30.380000000000003,-16.82368114191882,28.724,-18.43752574871775
c1c6638a-e613-44d1-a46b-284b115d38d1,192,8.0,1.6,0.035,0.5,7.28,6.0,5.0,3.0,2.5,2.0,30.368000000000002,-16.955053436114948,28.724,-18.48307279851579
01ec77cc-54d7-490c-8c42-bafd640d6762,193,8.0,1.6,0.035,0.5,7.27,6.0,5.0,3.0,2.5,2.0,30.368000000000002,-16.751315181253304,28.724,-18.58037735472344
e66c11a0-981f-4f9d-aa4c-7bf6f9dda272,194,8.0,1.6,0.035,0.5,7.26,6.0,5.0,3.0,2.5,2.0,30.428,-17.085652492305933,28.736,-18.600203810596
de138fdb-fddc-4f74-9732-0c836b85dc48,195,8.0,1.6,0.035,0.5,7.25,6.0,5.0,3.0,2.5,2.0,30.428,-16.994257968916862,28.736,-18.643152851615184
794029a5-24ce-4505-84e1-0584feeeca22,196,8.0,1.6,0.035,0.5,7.24,6.0,5.0,3.0,2.5,2.0,30.428,-16.64997901023401,28.736,-18.663938823165115
f9f9a033-1226-4602-93c7-10443f60b74e,197,8.0,1.6,0.035,0.5,7.23,6.0,5.0,3.0,2.5,2.0,30.428,-16.394149593102426,28.747999999999998,-18.607749707530804
c7a8ec08-904c-4677-9790-aa5f49a2a609,198,8.0,1.6,0.035,0.5,7.22,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-16.41627118157806,28.747999999999998,-18.704763320739687
fe70c8e6-bc2c-4b0d-aec7-3d391be00b05,199,8.0,1.6,0.035,0.5,7.21,6.0,5.0,3.0,2.5,2.0,30.439999999999998,-16.159380023701075,28.747999999999998,-18.68319961691594
